train/test on models/fasttext.conf
Your CPU supports instructions that this binary was not compiled to use: SSE3 SSE4.1 SSE4.2 AVX AVX2
For maximum performance, you can install NMSLIB from sources 
2022-05-17 13:09:07,559[INFO]:zensols.deeplearn.model.executor.status epoch 14/50: tr:7560.2|va min:7773.9|va:7614.3|lr: 0.003 \/
2022-05-17 13:09:07,575[INFO]:zensols.deeplearn.model.manager saved model weights to data/model/bert-crf_sent/weight.pt in 0s
2022-05-17 13:09:08,079[INFO]:zensols.deeplearn.model.manager saved model state to data/model/bert-crf_sent/state.pt in 0s
2022-05-17 13:09:08,083[INFO]:zensols.deeplearn.result.manager saving text results to data/model/tmp/bert-crf_sent.txt
2022-05-17 13:09:14,752[INFO]:zensols.deeplearn.result.plot saving results graph to data/model/tmp/bert-crf_sent.png
2022-05-17 13:09:55,737[INFO]:zensols.deeplearn.model.executor.status epoch 15/50: tr:7186.4|va min:7614.3|va:7107.6|lr: 0.003 \/
2022-05-17 13:09:55,753[INFO]:zensols.deeplearn.model.manager saved model weights to data/model/bert-crf_sent/weight.pt in 0s
2022-05-17 13:09:56,282[INFO]:zensols.deeplearn.model.manager saved model state to data/model/bert-crf_sent/state.pt in 0s
2022-05-17 13:09:56,283[INFO]:zensols.deeplearn.result.manager saving text results to data/model/tmp/bert-crf_sent.txt
2022-05-17 13:10:03,405[INFO]:zensols.deeplearn.result.plot saving results graph to data/model/tmp/bert-crf_sent.png
2022-05-17 13:10:45,149[INFO]:zensols.deeplearn.model.executor.status epoch 16/50: tr:6736.7|va min:7107.6|va:6611.8|lr: 0.003 \/
2022-05-17 13:10:45,165[INFO]:zensols.deeplearn.model.manager saved model weights to data/model/bert-crf_sent/weight.pt in 0s
2022-05-17 13:10:45,745[INFO]:zensols.deeplearn.model.manager saved model state to data/model/bert-crf_sent/state.pt in 0s
2022-05-17 13:10:45,749[INFO]:zensols.deeplearn.result.manager saving text results to data/model/tmp/bert-crf_sent.txt
2022-05-17 13:10:54,933[INFO]:zensols.deeplearn.result.plot saving results graph to data/model/tmp/bert-crf_sent.png
2022-05-17 13:11:36,382[INFO]:zensols.deeplearn.model.executor.status epoch 17/50: tr:6326.3|va min:6611.8|va:6503.9|lr: 0.003 \/
2022-05-17 13:11:36,398[INFO]:zensols.deeplearn.model.manager saved model weights to data/model/bert-crf_sent/weight.pt in 0s
2022-05-17 13:11:37,024[INFO]:zensols.deeplearn.model.manager saved model state to data/model/bert-crf_sent/state.pt in 0s
2022-05-17 13:11:37,029[INFO]:zensols.deeplearn.result.manager saving text results to data/model/tmp/bert-crf_sent.txt
2022-05-17 13:11:47,023[INFO]:zensols.deeplearn.result.plot saving results graph to data/model/tmp/bert-crf_sent.png
2022-05-17 13:12:28,497[INFO]:zensols.deeplearn.model.executor.status epoch 18/50: tr:  6175|va min:6503.9|va:6774.1|lr: 0.003 /\
2022-05-17 13:13:10,280[INFO]:zensols.deeplearn.model.executor.status epoch 19/50: tr:  5750|va min:6503.9|va:  6496|lr: 0.003 \/
2022-05-17 13:13:10,295[INFO]:zensols.deeplearn.model.manager saved model weights to data/model/bert-crf_sent/weight.pt in 0s
2022-05-17 13:13:11,004[INFO]:zensols.deeplearn.model.manager saved model state to data/model/bert-crf_sent/state.pt in 0s
2022-05-17 13:13:11,005[INFO]:zensols.deeplearn.result.manager saving text results to data/model/tmp/bert-crf_sent.txt
2022-05-17 13:13:21,869[INFO]:zensols.deeplearn.result.plot saving results graph to data/model/tmp/bert-crf_sent.png
2022-05-17 13:14:03,641[INFO]:zensols.deeplearn.model.executor.status epoch 20/50: tr:5489.8|va min:  6496|va:6426.2|lr: 0.003 \/
2022-05-17 13:14:03,657[INFO]:zensols.deeplearn.model.manager saved model weights to data/model/bert-crf_sent/weight.pt in 0s
2022-05-17 13:14:04,402[INFO]:zensols.deeplearn.model.manager saved model state to data/model/bert-crf_sent/state.pt in 0s
2022-05-17 13:14:04,407[INFO]:zensols.deeplearn.result.manager saving text results to data/model/tmp/bert-crf_sent.txt
2022-05-17 13:14:16,008[INFO]:zensols.deeplearn.result.plot saving results graph to data/model/tmp/bert-crf_sent.png
2022-05-17 13:14:57,591[INFO]:zensols.deeplearn.model.executor.status epoch 21/50: tr:5212.1|va min:6426.2|va:6334.1|lr: 0.003 \/
2022-05-17 13:14:57,607[INFO]:zensols.deeplearn.model.manager saved model weights to data/model/bert-crf_sent/weight.pt in 0s
2022-05-17 13:14:58,399[INFO]:zensols.deeplearn.model.manager saved model state to data/model/bert-crf_sent/state.pt in 0s
2022-05-17 13:14:58,404[INFO]:zensols.deeplearn.result.manager saving text results to data/model/tmp/bert-crf_sent.txt
2022-05-17 13:15:10,567[INFO]:zensols.deeplearn.result.plot saving results graph to data/model/tmp/bert-crf_sent.png
2022-05-17 13:15:52,082[INFO]:zensols.deeplearn.model.executor.status epoch 22/50: tr:  4898|va min:6334.1|va:5981.6|lr: 0.003 \/
2022-05-17 13:15:52,098[INFO]:zensols.deeplearn.model.manager saved model weights to data/model/bert-crf_sent/weight.pt in 0s
2022-05-17 13:15:52,918[INFO]:zensols.deeplearn.model.manager saved model state to data/model/bert-crf_sent/state.pt in 0s
2022-05-17 13:15:52,919[INFO]:zensols.deeplearn.result.manager saving text results to data/model/tmp/bert-crf_sent.txt
2022-05-17 13:16:05,486[INFO]:zensols.deeplearn.result.plot saving results graph to data/model/tmp/bert-crf_sent.png
2022-05-17 13:16:47,135[INFO]:zensols.deeplearn.model.executor.status epoch 23/50: tr:4806.4|va min:5981.6|va:6000.9|lr: 0.003 /\
2022-05-17 13:17:28,542[INFO]:zensols.deeplearn.model.executor.status epoch 24/50: tr:  4612|va min:5981.6|va:6009.2|lr: 0.003 /\
2022-05-17 13:18:10,348[INFO]:zensols.deeplearn.model.executor.status epoch 25/50: tr:4350.4|va min:5981.6|va:5445.6|lr: 0.003 \/
2022-05-17 13:18:10,365[INFO]:zensols.deeplearn.model.manager saved model weights to data/model/bert-crf_sent/weight.pt in 0s
2022-05-17 13:18:11,356[INFO]:zensols.deeplearn.model.manager saved model state to data/model/bert-crf_sent/state.pt in 0s
2022-05-17 13:18:11,357[INFO]:zensols.deeplearn.result.manager saving text results to data/model/tmp/bert-crf_sent.txt
2022-05-17 13:18:26,280[INFO]:zensols.deeplearn.result.plot saving results graph to data/model/tmp/bert-crf_sent.png
2022-05-17 13:19:10,623[INFO]:zensols.deeplearn.model.executor.status epoch 26/50: tr:4217.9|va min:5445.6|va:5913.2|lr: 0.003 /\
2022-05-17 13:19:54,331[INFO]:zensols.deeplearn.model.executor.status epoch 27/50: tr:4082.3|va min:5445.6|va:5672.2|lr: 0.003 /\
2022-05-17 13:20:35,889[INFO]:zensols.deeplearn.model.executor.status epoch 28/50: tr:  3779|va min:5445.6|va:5560.8|lr: 0.003 /\
2022-05-17 13:21:17,378[INFO]:zensols.deeplearn.model.executor.status epoch 29/50: tr:3847.2|va min:5445.6|va:5200.9|lr: 0.003 \/
2022-05-17 13:21:17,394[INFO]:zensols.deeplearn.model.manager saved model weights to data/model/bert-crf_sent/weight.pt in 0s
2022-05-17 13:21:18,520[INFO]:zensols.deeplearn.model.manager saved model state to data/model/bert-crf_sent/state.pt in 1s
2022-05-17 13:21:18,527[INFO]:zensols.deeplearn.result.manager saving text results to data/model/tmp/bert-crf_sent.txt
2022-05-17 13:21:35,038[INFO]:zensols.deeplearn.result.plot saving results graph to data/model/tmp/bert-crf_sent.png
2022-05-17 13:22:16,496[INFO]:zensols.deeplearn.model.executor.status epoch 30/50: tr:3710.7|va min:5200.9|va:5504.5|lr: 0.003 /\
2022-05-17 13:22:58,130[INFO]:zensols.deeplearn.model.executor.status epoch 31/50: tr:3552.4|va min:5200.9|va:5361.8|lr: 0.003 /\
2022-05-17 13:23:39,387[INFO]:zensols.deeplearn.model.executor.status epoch 32/50: tr:3469.2|va min:5200.9|va:5265.1|lr: 0.003 /\
2022-05-17 13:24:21,608[INFO]:zensols.deeplearn.model.executor.status epoch 33/50: tr:3303.3|va min:5200.9|va:5062.1|lr: 0.003 \/
2022-05-17 13:24:21,624[INFO]:zensols.deeplearn.model.manager saved model weights to data/model/bert-crf_sent/weight.pt in 0s
2022-05-17 13:24:22,925[INFO]:zensols.deeplearn.model.manager saved model state to data/model/bert-crf_sent/state.pt in 1s
2022-05-17 13:24:22,931[INFO]:zensols.deeplearn.result.manager saving text results to data/model/tmp/bert-crf_sent.txt
2022-05-17 13:24:41,739[INFO]:zensols.deeplearn.result.plot saving results graph to data/model/tmp/bert-crf_sent.png
2022-05-17 13:25:23,324[INFO]:zensols.deeplearn.model.executor.status epoch 34/50: tr:3088.9|va min:5062.1|va:5348.6|lr: 0.003 /\
2022-05-17 13:26:11,033[INFO]:zensols.deeplearn.model.executor.status epoch 35/50: tr:2996.9|va min:5062.1|va:5251.5|lr: 0.003 /\
2022-05-17 13:26:52,523[INFO]:zensols.deeplearn.model.executor.status epoch 36/50: tr:2961.6|va min:5062.1|va:5486.5|lr: 0.003 /\
2022-05-17 13:27:34,043[INFO]:zensols.deeplearn.model.executor.status epoch 37/50: tr:2789.6|va min:5062.1|va:5936.2|lr: 0.003 /\
2022-05-17 13:28:15,547[INFO]:zensols.deeplearn.model.executor.status epoch 38/50: tr:2800.7|va min:5062.1|va:5756.4|lr: 0.003 /\
2022-05-17 13:28:57,091[INFO]:zensols.deeplearn.model.executor.status epoch 39/50: tr:2667.7|va min:5062.1|va:5931.8|lr: 0.003 /\
2022-05-17 13:29:38,614[INFO]:zensols.deeplearn.model.executor.status epoch 40/50: tr:  2672|va min:5062.1|va:5356.8|lr: 0.003 /\
2022-05-17 13:30:20,075[INFO]:zensols.deeplearn.model.executor.status epoch 41/50: tr:  2555|va min:5062.1|va:5646.3|lr: 0.003 /\
2022-05-17 13:31:01,753[INFO]:zensols.deeplearn.model.executor.status epoch 42/50: tr:2550.6|va min:5062.1|va:5478.4|lr: 0.003 /\
2022-05-17 13:31:43,133[INFO]:zensols.deeplearn.model.executor.status epoch 43/50: tr:2465.1|va min:5062.1|va:5835.2|lr: 0.003 /\
2022-05-17 13:32:24,625[INFO]:zensols.deeplearn.model.executor.status epoch 44/50: tr:2379.7|va min:5062.1|va:5455.8|lr:0.0003 /\
2022-05-17 13:33:06,140[INFO]:zensols.deeplearn.model.executor.status epoch 45/50: tr:2185.6|va min:5062.1|va:5177.1|lr:0.0003 /\
2022-05-17 13:33:47,472[INFO]:zensols.deeplearn.model.executor.status epoch 46/50: tr:1866.1|va min:5062.1|va:5098.3|lr:0.0003 /\
2022-05-17 13:34:29,185[INFO]:zensols.deeplearn.model.executor.status epoch 47/50: tr:1796.3|va min:5062.1|va:5149.8|lr:0.0003 /\
2022-05-17 13:35:10,790[INFO]:zensols.deeplearn.model.executor.status epoch 48/50: tr:1716.3|va min:5062.1|va:5140.9|lr:0.0003 /\
2022-05-17 13:35:52,385[INFO]:zensols.deeplearn.model.executor.status epoch 49/50: tr:  1688|va min:5062.1|va:5159.3|lr:0.0003 /\
2022-05-17 13:35:52,385[INFO]:zensols.deeplearn.model.executor.status epoch threshold reached at 50
2022-05-17 13:35:52,385[INFO]:zensols.deeplearn.model.executor.status final minimum validation loss: 5062.096751819958, 24 decreases
2022-05-17 13:35:52,892[INFO]:zensols.deeplearn.model.manager loaded check point from data/model/bert-crf_sent/state.pt in 0s
2022-05-17 13:35:54,842[INFO]:zensols.deeplearn.model.manager saved model state to data/model/bert-crf_sent/state.pt in 1s
2022-05-17 13:35:54,843[INFO]:zensols.deeplearn.model.executor.status executed train in 40 minutes, 26s
2022-05-17 13:35:54,843[INFO]:zensols.deeplearn.model.executor.status deallocating 91 batches
2022-05-17 13:35:54,880[INFO]:zensols.deeplearn.model.facade trained in 41 minutes, 34s
2022-05-17 13:35:54,881[INFO]:zensols.deeplearn.model.executor.status reloading model weights
2022-05-17 13:35:54,888[INFO]:zensols.deeplearn.model.executor.status created model on cpu with use cuda: True, device: cuda:0
2022-05-17 13:35:55,627[INFO]:zensols.deeplearn.model.manager loaded check point from data/model/bert-crf_sent/state.pt in 0s
2022-05-17 13:35:55,649[INFO]:zensols.deeplearn.model.manager loaded model from data/model/bert-crf_sent on device cpu
2022-05-17 13:35:55,649[INFO]:zensols.deeplearn.model.facade testing...
2022-05-17 13:35:55,649[INFO]:zensols.deeplearn.model.executor.status batch iteration: gpu, limit: 9223372036854775807, caching: True, cached: 1
2022-05-17 13:35:55,649[INFO]:zensols.deeplearn.model.executor.status preparing datasets using iteration: gpu
2022-05-17 13:35:55,649[INFO]:zensols.deeplearn.model.executor.status using batch limit: 9223372036854775807 for test
2022-05-17 13:35:56,350[INFO]:zensols.deeplearn.batch.stash loaded batch 91 (test) in 0s
2022-05-17 13:35:56,844[INFO]:zensols.deeplearn.batch.stash loaded batch 92 (test) in 0s
2022-05-17 13:35:57,543[INFO]:zensols.deeplearn.batch.stash loaded batch 93 (test) in 0s
2022-05-17 13:35:58,233[INFO]:zensols.deeplearn.batch.stash loaded batch 94 (test) in 0s
2022-05-17 13:35:58,859[INFO]:zensols.deeplearn.batch.stash loaded batch 95 (test) in 0s
2022-05-17 13:35:59,813[INFO]:zensols.deeplearn.batch.stash loaded batch 96 (test) in 0s
2022-05-17 13:36:00,471[INFO]:zensols.deeplearn.batch.stash loaded batch 97 (test) in 0s
2022-05-17 13:36:01,044[INFO]:zensols.deeplearn.batch.stash loaded batch 98 (test) in 0s
2022-05-17 13:36:02,026[INFO]:zensols.deeplearn.batch.stash loaded batch 99 (test) in 0s
2022-05-17 13:36:02,652[INFO]:zensols.deeplearn.batch.stash loaded batch 100 (test) in 0s
2022-05-17 13:36:02,715[INFO]:zensols.deeplearn.batch.stash loaded batch 101 (test) in 0s
2022-05-17 13:36:03,213[INFO]:zensols.deeplearn.model.executor.status loaded 11 batches in 7s
2022-05-17 13:36:03,214[INFO]:zensols.deeplearn.model.executor.status train/test sets: 11
2022-05-17 13:36:03,216[INFO]:zensols.deeplearn.model.executor.status testing model <class 'sidmodel.majorsent.MajorSent'> on cuda:0
2022-05-17 13:36:28,390[INFO]:zensols.deeplearn.model.executor.status executed test in 25s
2022-05-17 13:36:28,390[INFO]:zensols.deeplearn.model.executor.status deallocating 11 batches
2022-05-17 13:36:28,396[INFO]:zensols.deeplearn.model.facade tested in 32s
2022-05-17 13:36:29,327[INFO]:zensols.deeplearn.result.manager copying model data/model/bert-crf_sent -> results/model/bert-crf_sent-1.model
2022-05-17 13:36:29,502[INFO]:zensols.deeplearn.result.manager saving text results to results/model/bert-crf_sent-1.txt
2022-05-17 13:36:57,191[INFO]:zensols.deeplearn.result.manager saving json results to results/model/bert-crf_sent-1.json
2022-05-17 13:37:16,420[INFO]:zensols.deeplearn.result.plot saving results graph to results/model/bert-crf_sent-1.png
Name: BERT-CRF_sent: 1
Run index: 2
Learning rate: 0.003
    train:
        started: 05/17/2022 12:55:28:632202
        ended: 05/17/2022 13:35:49:798423
        batches: 80
        ave data points per batch/total: 26148.2/2091852
        min/ave/max loss: 559.70490/1688.02659/5883.50281
    validation:
        started: 05/17/2022 12:58:24:063544
        ended: 05/17/2022 13:35:52:382986
        batches: 11
        ave data points per batch/total: 22580.0/248380
        converged/epochs: 34/50
        min/ave/max loss: 45.19165/5062.09675/8605.25024
        accuracy: 0.915 (227354/248380)
        micro: F1: 0.915, precision: 0.915, recall: 0.915
        macro: F1: 0.686, precision: 0.728, recall: 0.681
        weighted: F1: 0.906, precision: 0.901, recall: 0.915
    test:
        started: 05/17/2022 13:36:03:216474
        ended: 05/17/2022 13:36:28:389545
        batches: 11
        ave data points per batch/total: 26390.3/290293
        min/ave/max loss: 0.00000/0.00000/0.00000
        accuracy: 0.929 (269734/290293)
        micro: F1: 0.929, precision: 0.929, recall: 0.929
        macro: F1: 0.689, precision: 0.734, recall: 0.700
        weighted: F1: 0.924, precision: 0.927, recall: 0.929
training and testing complete on models/transformer-fixed.conf----
training and testing on models/word2vec.conf...
Your CPU supports instructions that this binary was not compiled to use: SSE3 SSE4.1 SSE4.2 AVX AVX2
For maximum performance, you can install NMSLIB from sources 
pip install --no-binary :all: nmslib
2022-05-17 13:40:57,684[INFO]:zensols.deeplearn.model.executor.status resetting executor
2022-05-17 13:40:57,684[INFO]:zensols.deeplearn.model.facade training...
2022-05-17 13:40:57,929[INFO]:zensols.install.installer rename: False, path (/work/tmp/.cache/zensols/deepnlp/glove.6B.50d.txt) exists: True
2022-05-17 13:40:57,929[INFO]:zensols.install.installer rename: False, path (/work/tmp/.cache/zensols/deepnlp/glove.6B.50d.txt) exists: True
2022-05-17 13:40:57,937[INFO]:zensols.deeplearn.model.executor.status batch iteration: gpu, limit: 9223372036854775807, caching: True, cached: 0
2022-05-17 13:40:57,937[INFO]:zensols.deeplearn.model.executor.status preparing datasets using iteration: gpu
2022-05-17 13:40:57,937[INFO]:zensols.deeplearn.model.executor.status using batch limit: 9223372036854775807 for train
2022-05-17 13:40:58,290[INFO]:zensols.deeplearn.batch.stash loaded batch 11 (train) in 0s
2022-05-17 13:40:58,538[INFO]:zensols.deeplearn.batch.stash loaded batch 12 (train) in 0s
2022-05-17 13:40:58,804[INFO]:zensols.deeplearn.batch.stash loaded batch 13 (train) in 0s
2022-05-17 13:40:59,230[INFO]:zensols.deeplearn.batch.stash loaded batch 14 (train) in 0s
2022-05-17 13:40:59,442[INFO]:zensols.deeplearn.batch.stash loaded batch 15 (train) in 0s
2022-05-17 13:40:59,659[INFO]:zensols.deeplearn.batch.stash loaded batch 16 (train) in 0s
2022-05-17 13:40:59,986[INFO]:zensols.deeplearn.batch.stash loaded batch 17 (train) in 0s
2022-05-17 13:41:00,597[INFO]:zensols.deeplearn.batch.stash loaded batch 18 (train) in 0s
2022-05-17 13:41:00,972[INFO]:zensols.deeplearn.batch.stash loaded batch 19 (train) in 0s
2022-05-17 13:41:01,160[INFO]:zensols.deeplearn.batch.stash loaded batch 20 (train) in 0s
2022-05-17 13:41:01,268[INFO]:zensols.deeplearn.batch.stash loaded batch 21 (train) in 0s
2022-05-17 13:41:01,589[INFO]:zensols.deeplearn.batch.stash loaded batch 22 (train) in 0s
2022-05-17 13:41:01,757[INFO]:zensols.deeplearn.batch.stash loaded batch 23 (train) in 0s
2022-05-17 13:41:02,009[INFO]:zensols.deeplearn.batch.stash loaded batch 24 (train) in 0s
2022-05-17 13:41:02,191[INFO]:zensols.deeplearn.batch.stash loaded batch 25 (train) in 0s
2022-05-17 13:41:02,465[INFO]:zensols.deeplearn.batch.stash loaded batch 26 (train) in 0s
2022-05-17 13:41:02,681[INFO]:zensols.deeplearn.batch.stash loaded batch 27 (train) in 0s
2022-05-17 13:41:02,947[INFO]:zensols.deeplearn.batch.stash loaded batch 28 (train) in 0s
2022-05-17 13:41:03,196[INFO]:zensols.deeplearn.batch.stash loaded batch 29 (train) in 0s
2022-05-17 13:41:03,392[INFO]:zensols.deeplearn.batch.stash loaded batch 30 (train) in 0s
2022-05-17 13:41:03,599[INFO]:zensols.deeplearn.batch.stash loaded batch 31 (train) in 0s
2022-05-17 13:41:03,814[INFO]:zensols.deeplearn.batch.stash loaded batch 32 (train) in 0s
2022-05-17 13:41:03,998[INFO]:zensols.deeplearn.batch.stash loaded batch 33 (train) in 0s
2022-05-17 13:41:04,169[INFO]:zensols.deeplearn.batch.stash loaded batch 34 (train) in 0s
2022-05-17 13:41:04,365[INFO]:zensols.deeplearn.batch.stash loaded batch 35 (train) in 0s
2022-05-17 13:41:04,558[INFO]:zensols.deeplearn.batch.stash loaded batch 36 (train) in 0s
2022-05-17 13:41:04,811[INFO]:zensols.deeplearn.batch.stash loaded batch 37 (train) in 0s
2022-05-17 13:41:05,130[INFO]:zensols.deeplearn.batch.stash loaded batch 38 (train) in 0s
2022-05-17 13:41:05,305[INFO]:zensols.deeplearn.batch.stash loaded batch 39 (train) in 0s
2022-05-17 13:41:05,654[INFO]:zensols.deeplearn.batch.stash loaded batch 40 (train) in 0s
2022-05-17 13:41:05,969[INFO]:zensols.deeplearn.batch.stash loaded batch 41 (train) in 0s
2022-05-17 13:41:06,313[INFO]:zensols.deeplearn.batch.stash loaded batch 42 (train) in 0s
2022-05-17 13:41:06,482[INFO]:zensols.deeplearn.batch.stash loaded batch 43 (train) in 0s
2022-05-17 13:41:06,684[INFO]:zensols.deeplearn.batch.stash loaded batch 44 (train) in 0s
2022-05-17 13:41:06,874[INFO]:zensols.deeplearn.batch.stash loaded batch 45 (train) in 0s
2022-05-17 13:41:07,035[INFO]:zensols.deeplearn.batch.stash loaded batch 46 (train) in 0s
2022-05-17 13:41:07,343[INFO]:zensols.deeplearn.batch.stash loaded batch 47 (train) in 0s
2022-05-17 13:41:07,537[INFO]:zensols.deeplearn.batch.stash loaded batch 48 (train) in 0s
2022-05-17 13:41:07,862[INFO]:zensols.deeplearn.batch.stash loaded batch 49 (train) in 0s
2022-05-17 13:41:08,176[INFO]:zensols.deeplearn.batch.stash loaded batch 50 (train) in 0s
2022-05-17 13:41:08,429[INFO]:zensols.deeplearn.batch.stash loaded batch 51 (train) in 0s
2022-05-17 13:41:08,593[INFO]:zensols.deeplearn.batch.stash loaded batch 52 (train) in 0s
2022-05-17 13:41:08,802[INFO]:zensols.deeplearn.batch.stash loaded batch 53 (train) in 0s
2022-05-17 13:41:09,112[INFO]:zensols.deeplearn.batch.stash loaded batch 54 (train) in 0s
2022-05-17 13:41:09,318[INFO]:zensols.deeplearn.batch.stash loaded batch 55 (train) in 0s
2022-05-17 13:41:09,502[INFO]:zensols.deeplearn.batch.stash loaded batch 56 (train) in 0s
2022-05-17 13:41:09,702[INFO]:zensols.deeplearn.batch.stash loaded batch 57 (train) in 0s
2022-05-17 13:41:09,950[INFO]:zensols.deeplearn.batch.stash loaded batch 58 (train) in 0s
2022-05-17 13:41:10,271[INFO]:zensols.deeplearn.batch.stash loaded batch 59 (train) in 0s
2022-05-17 13:41:10,542[INFO]:zensols.deeplearn.batch.stash loaded batch 60 (train) in 0s
2022-05-17 13:41:10,818[INFO]:zensols.deeplearn.batch.stash loaded batch 61 (train) in 0s
2022-05-17 13:41:11,047[INFO]:zensols.deeplearn.batch.stash loaded batch 62 (train) in 0s
2022-05-17 13:41:11,260[INFO]:zensols.deeplearn.batch.stash loaded batch 63 (train) in 0s
2022-05-17 13:41:11,479[INFO]:zensols.deeplearn.batch.stash loaded batch 64 (train) in 0s
2022-05-17 13:41:11,653[INFO]:zensols.deeplearn.batch.stash loaded batch 65 (train) in 0s
2022-05-17 13:41:11,895[INFO]:zensols.deeplearn.batch.stash loaded batch 66 (train) in 0s
2022-05-17 13:41:12,140[INFO]:zensols.deeplearn.batch.stash loaded batch 67 (train) in 0s
2022-05-17 13:41:12,384[INFO]:zensols.deeplearn.batch.stash loaded batch 68 (train) in 0s
2022-05-17 13:41:12,577[INFO]:zensols.deeplearn.batch.stash loaded batch 69 (train) in 0s
2022-05-17 13:41:12,804[INFO]:zensols.deeplearn.batch.stash loaded batch 70 (train) in 0s
2022-05-17 13:41:12,991[INFO]:zensols.deeplearn.batch.stash loaded batch 71 (train) in 0s
2022-05-17 13:41:13,259[INFO]:zensols.deeplearn.batch.stash loaded batch 72 (train) in 0s
2022-05-17 13:41:13,398[INFO]:zensols.deeplearn.batch.stash loaded batch 73 (train) in 0s
2022-05-17 13:41:13,588[INFO]:zensols.deeplearn.batch.stash loaded batch 74 (train) in 0s
2022-05-17 13:41:13,852[INFO]:zensols.deeplearn.batch.stash loaded batch 75 (train) in 0s
2022-05-17 13:41:14,139[INFO]:zensols.deeplearn.batch.stash loaded batch 76 (train) in 0s
2022-05-17 13:41:14,351[INFO]:zensols.deeplearn.batch.stash loaded batch 77 (train) in 0s
2022-05-17 13:41:14,611[INFO]:zensols.deeplearn.batch.stash loaded batch 78 (train) in 0s
2022-05-17 13:41:14,878[INFO]:zensols.deeplearn.batch.stash loaded batch 79 (train) in 0s
2022-05-17 13:41:15,054[INFO]:zensols.deeplearn.batch.stash loaded batch 80 (train) in 0s
2022-05-17 13:41:15,240[INFO]:zensols.deeplearn.batch.stash loaded batch 81 (train) in 0s
2022-05-17 13:41:15,432[INFO]:zensols.deeplearn.batch.stash loaded batch 82 (train) in 0s
2022-05-17 13:41:15,895[INFO]:zensols.deeplearn.batch.stash loaded batch 83 (train) in 0s
2022-05-17 13:41:16,070[INFO]:zensols.deeplearn.batch.stash loaded batch 84 (train) in 0s
2022-05-17 13:41:16,290[INFO]:zensols.deeplearn.batch.stash loaded batch 85 (train) in 0s
2022-05-17 13:41:16,480[INFO]:zensols.deeplearn.batch.stash loaded batch 86 (train) in 0s
2022-05-17 13:41:16,757[INFO]:zensols.deeplearn.batch.stash loaded batch 87 (train) in 0s
2022-05-17 13:41:17,023[INFO]:zensols.deeplearn.batch.stash loaded batch 88 (train) in 0s
2022-05-17 13:41:17,343[INFO]:zensols.deeplearn.batch.stash loaded batch 89 (train) in 0s
2022-05-17 13:41:17,644[INFO]:zensols.deeplearn.batch.stash loaded batch 90 (train) in 0s
2022-05-17 13:41:17,729[INFO]:zensols.deeplearn.model.executor.status using batch limit: 9223372036854775807 for validation
2022-05-17 13:41:17,945[INFO]:zensols.deeplearn.batch.stash loaded batch 0 (validation) in 0s
2022-05-17 13:41:18,090[INFO]:zensols.deeplearn.batch.stash loaded batch 1 (validation) in 0s
2022-05-17 13:41:18,333[INFO]:zensols.deeplearn.batch.stash loaded batch 2 (validation) in 0s
2022-05-17 13:41:18,551[INFO]:zensols.deeplearn.batch.stash loaded batch 3 (validation) in 0s
2022-05-17 13:41:18,814[INFO]:zensols.deeplearn.batch.stash loaded batch 4 (validation) in 0s
2022-05-17 13:41:19,099[INFO]:zensols.deeplearn.batch.stash loaded batch 5 (validation) in 0s
2022-05-17 13:41:19,276[INFO]:zensols.deeplearn.batch.stash loaded batch 6 (validation) in 0s
2022-05-17 13:41:19,494[INFO]:zensols.deeplearn.batch.stash loaded batch 7 (validation) in 0s
2022-05-17 13:41:19,663[INFO]:zensols.deeplearn.batch.stash loaded batch 8 (validation) in 0s
2022-05-17 13:41:19,799[INFO]:zensols.deeplearn.batch.stash loaded batch 9 (validation) in 0s
2022-05-17 13:41:19,815[INFO]:zensols.deeplearn.batch.stash loaded batch 10 (validation) in 0s
2022-05-17 13:41:19,826[INFO]:zensols.deeplearn.model.executor.status loaded 91 batches in 21s
2022-05-17 13:41:19,826[INFO]:zensols.deeplearn.model.executor.status train/test sets: 80 11
2022-05-17 13:41:21,400[INFO]:zensols.deeplearn.model.executor.status created model on cpu with use cuda: True, device: cuda:0
2022-05-17 13:41:22,163[INFO]:zensols.deeplearn.model.executor.status training model <class 'zensols.deepnlp.layer.embrecurcrf.EmbeddedRecurrentCRF'> on cuda:0 for 40 epochs using learning rate 0.01
2022-05-17 13:41:22,164[INFO]:zensols.deeplearn.model.executor.progress watching update file data/model/update.json
2022-05-17 13:48:26,481[INFO]:zensols.deeplearn.model.executor.status epoch 0/40: tr: 8e+05|va min:   inf|va: 4e+05|lr:  0.01 \/
2022-05-17 13:48:26,496[INFO]:zensols.deeplearn.model.manager saved model weights to data/model/bilstm-crf_tok-word2vec-1-layer-lstm-h-150-n-0-5-macrof1-0-8/weight.pt in 0s
2022-05-17 13:48:26,522[INFO]:zensols.deeplearn.model.manager saved model state to data/model/bilstm-crf_tok-word2vec-1-layer-lstm-h-150-n-0-5-macrof1-0-8/state.pt in 0s
2022-05-17 13:48:26,523[INFO]:zensols.deeplearn.result.manager saving text results to data/model/tmp/bilstm-crf_tok-word2vec-1-layer-lstm-h-150-n-0-5-macrof1-0-8.txt
2022-05-17 13:48:27,276[INFO]:zensols.deeplearn.result.plot saving results graph to data/model/tmp/bilstm-crf_tok-word2vec-1-layer-lstm-h-150-n-0-5-macrof1-0-8.png
